ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ENDERECO,BAIRRO,CEP,ES_TIPO,ES_DEPADM
1,-46714045,-23654530,355030871000083,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,DUED 103 CEE JOERG BRUDER,"AVENIDA PADRE JOSÉ MARIA, 555",SANTO AMARO,04753-060,1,1
2,-46740291,-23484650,355030863000065,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,DUED 105 CEE GERALDO JOSÉ DE ALMEIDA,"AVENIDA  AGENOR COUTO MAGALHÃES, 32",PIRITUBA,05174-000,1,1
3,-46722499,-23574458,355030812000027,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,DUED 117 CEE SOLANGE NUNES BIBAS,"RUA  ERNANI DA GAMA CORREA, 367",BUTANTÃ-INOCOOP,05539-000,1,1
4,-46719666,-23527226,355030888000035,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,DUED 108 CEE EDSON ARANTES DO NASCIMENTO,"RUA  BELMONT, 957",ALTO DA LAPA,05088-050,1,1
5,-46696979,-23475449,355030829000116,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,DUED 119 CEE OSWALDO BRANDÃO,"RUA  MICHIHISA MURATA, 120",VILA BRASILÂNDIA,02806-160,1,1
6,-46693023,-23483181,355030829000031,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,DUED 114 CEE AURÉLO DE CAMPOS,"RUA  JACUTIBA, 167",FREGUESIA DO Ó,02832-240,1,1
7,-46637733,-23640136,355030838000194,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,DUED 111 CEE RIYUSO OGAWA,"RUA  LUSSANVIRA, 178",VILA GUARANI,04316-000,1,1
8,-46653046,-23597296,355030832000003,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,DUED 102 CEE MANÉ GARRINCHA,"RUA  PEDRO DE TOLEDO, 1591",VILA CLEMENTINO,04039-034,1,1
9,-46622069,-23570048,355030814000020,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,DUED 115 CEE RUBENS PACCE LORDELLO,"AVENIDA  LINS DE VASCONCELOS, 804",CAMBUCI,01535-000,1,1
10,-46596572,-23587636,355030834000051,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,DUED 121 CEE FLAVIO CALABRESI CONTE,"RUA DAS MUNICIPALIDADES, 10",VILA INDEPENDÊNCIA,04212-040,1,1
11,-46597286,-23550420,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,DUED 101 CEE SALIM FARH MALUF,"RUA  TAQUARI, 635",MOÓCA,03166-000,1,1
12,-46652532,-23523071,355030869000042,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,DUED 112 CEE RAUL TABAJARA,"RUA  ANHANGUERA, 484",BARRA FUNDA,01135-000,1,1
13,-46612575,-23494430,355030870000220,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,DUED 109 CEE ALFREDO IGNÁCIO TRINDADE,"RUA  VIRI, 425",JARDIM SÃO PAULO,02046-030,1,1
14,-46568024,-23583041,355030893000019,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,DUED 107 CEE ARTHUR FRIEDENREICH,"AVENIDA  FRANCISCO FALCONI,83",VILA ALPINA,03227-000,1,1
15,-46562156,-23539721,355030880000002,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,DUED 113 CEE BRIGADEIRO EDUARDO GOMES,"RUA  MONTE SERRAT, 230",TATUAPÉ,03312-000,1,1
16,-46532674,-23548125,355030820000011,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,DUED 106 CEE VICENTE ÍTALO FEOLA,PRAÇA  HAROLDO DALTRO,VILA MANCHESTER,03444-090,1,1
17,-46579805,-23500996,355030889000074,3550308005033,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,DUED 104 CEE THOMAZ MAZZONI,"PRAÇA  JÂNIO DA SILVA QUADROS, 150",VILA MARIA,02132-000,1,1
18,-46549037,-23514391,355030859000141,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,DUED 120 CEE LUIZ MARTINEZ,"AVENIDA GOVERNADOR CARVALHO PINTO, 2",TIQUATIRA,03601-000,1,1
19,-46479107,-23576101,355030857000078,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,DUED 110 CEE RUMI DE RANIERI,"AVENIDA  AFONSO DE SAMPAIO E SOUZA, 2001",ITAQUERA,08270-000,1,1
20,-46427562,-23546763,355030847000027,3550308005262,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,DUED 118 CEE GERDY GOMES,"RUA PROFESSORA LUCILA CERQUEIRA, 194",GUAIANAZES,08420-690,1,1
21,-46417971,-23497243,355030884000063,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,DUED 116 CEE JOSÉ ERMÍRIO DE MORAES,"RUA  GRAPIRA, 537",SÃO MIGUEL PAULISTA,08030-190,1,1
22,-46714665,-23446528,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CEL TAIP CEL BRIGADEIRO EDUARDO GOMES,"RUA  JOÃO AMADO COUTINHO, 240",PARADA DE TAIPAS,,2,1
23,-46501924,-23605137,355030876000104,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,CEL TV CEL TEOTÔNIO VILELA,"RUA  CARLOS CLAUSETTI, 19",SAPOPEMBA,,2,1
24,-46399898,-23599771,355030825000217,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CEL AV CEL ANDRÉ VITAL RIBEIRO SOARES,"AVENIDA DOS METALÚRGICOS, 2255",GUAIANASES,08471-000,2,1
25,-46485009,-23551892,355030805000132,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CEL JA CEL JOSÉ DE ANCHIETA,"RUA  JOSÉ BALANGIO,188",PENHA,03589-150,2,1
26,-46436103,-23547319,355030847000020,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CEL JB CEL JOSÉ BONIFÁCIO,"RUA  ANA PERENA, 110",ITAQUERA,08253-230,2,1
27,-46414974,-23563981,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CEL JK CEL JUSCELINO KUBITSCHEK,"RUA  INÁCIO MONTEIRO,55",GUAIANAZES,,2,1
28,-46753832,-23597305,355030894000034,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,DUED 136 BALNEÁRIO MÁRIO DE MORAES,"RUA  EDWARD CARMILO, 840",JARDIM CELESTE,05528-001,3,1
29,-46667199,-23641747,355030815000122,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,DUED 132 BALNEÁRIO JALISCO,"RUA  RODES, 112",VILA SANTA CATARINA,04362-000,3,1
30,-46594753,-23595010,355030834000078,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,DUED 133 BALNEÁRIO PRINCESA ISABEL,"RUA  CAMPANTE, 100",VILA CARIOCA,04224-010,3,1
31,-46605453,-23579869,355030834000024,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,DUED 131 BALNEÁRIO CARLOS JOEL NELLI,"PRAÇA  NAMI JAFET, 45",IPIRANGA,04205-050,3,1
32,-46629045,-23516036,355030870000058,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,DUED 135 BALNEÁRIO GERALDO ALONSO,"AVENIDA  SANTOS DUMONT, 1.318",SANTANA,02012-010,3,1
33,-46753841,-23619785,355030817000271,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,DUED 171 MINI BALNEÁRIO MINISTRO SINÉSIO ROCHA,"RUA  CIBAÚMA, 54",CAMPO LIMPO,05754-030,4,1
34,-46682666,-23685536,355030816000052,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,DUED 172 MINI BALNEÁRIO ABREU SODRÉ,"RUA  CURIA, 249",JARDIM SABARÁ,04446-180,4,1
35,-46752486,-23553319,355030841000103,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,DUED 177 MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS,"RUA GENERAL MAC ARTHUR, 1.304",JAGUARÉ,05338-000,4,1
36,-46464141,-23610388,355030873000142,3550308005208,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,DUED 174 MINI BALNEÁRIO JOSÉ MARIA WHITAKER,"AVENIDA  SATÉLITE, 756",SÃO MATEUS,08330-480,4,1
37,-46654763,-23491793,355030821000026,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,DUED 178 MINI BALNEÁRIO COMANDANTE GARCIA D´AVILA,"RUA  ARMANDO COELHO E SILVA, 775",PARQUE PERUCHE,02539-000,4,1
38,-46639496,-23468823,355030851000018,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,DUED 176 MINI BALNEÁRIO COMANDANTE GASTÃO MOUTINHO,"REVOLUÇÃO CORONEL JOÃO DA SILVA FEIJÓ, 80",MANDAQUI,02422-200,4,1
39,-46569019,-23464103,355030839000024,3550308005136,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,DUED 175 MINI BALNEÁRIO IRMÃOS PAOLLILO,"RUA GENERAL JERÔNIMO FURTADO, 751",JAÇANÃ,02238-000,4,1
40,-46428916,-23499924,355030874000071,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,DUED 173 MINI BALNEÁRIO ALMIRANTE PEDRO DE FRONTIN,"RUA SARGENTO LUIZ BAPTISTA,83",SÃO MIGUEL,08030-000,4,1
41,-46656295,-23597669,355030832000003,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,DUED 2 COTP CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA,"AVENIDA  IBIRAPUERA, 1315",VILA CLEMENTINO,04029-000,5,1
42,-46656779,-23580773,355030832000036,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,MODELÓDROMO DO IBIRAPUERA,"RUA  CURITIBA, 290, 292",PARAISO,04005-030,6,1
43,-46629149,-23513992,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,MODELÓDROMO AEROMODELISMO DE SANTANA,PRAÇA  CAMPO DE BAGATELLE,SANTANA,02012-000,6,1
44,-46700881,-23701344,355030823000137,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SEME 4 AUTÓDROMO JOSÉ CARLOS PACCE,"AVENIDA SENADOR TEOTÔNIO VILELA, 261",INTERLAGOS,04801-010,7,1
45,-46665045,-23545979,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SEME 3 ESTÁDIO PAULO MACHADO DE CARVALHO,PRAÇA  CHARLES MULLER,PACAEMBU,01234-010,8,1
46,-46628607,-23571915,355030849000008,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,DEPEL120 ESTÁDIO JACK MARIN,"RUA  MUNIZ DE SOUZA, 1119",ACLIMAÇÃO,01534-000,8,1
47,-46643010,-23519279,355030809000036,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,DEPEL110 ESTÁDIO BASE BALL MIE NISHI  -,"AVENIDA PRESIDENTE CASTELO BRANCO, 5446",BOM RETIRO,01142-010,8,1
48,-46719578,-23597938,355030854000042,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,S PAULO FUTEBOL CLUBE(MORUMBI)-ESTADIO,ROBERTO GOMES PEDROSA PCA S/N,,05653-070,8,4
49,-46679423,-23527917,355030860000121,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,SOC ESPORTIVA PALMEIRAS-ESTADIO,TURIASSU 1840,,05005-000,8,4
50,-46604560,-23553628,355030853000042,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,CLUBE ATLETICO JUVENTUS-ESTADIO,JAVARI 117,,,8,4
51,-46617424,-23523759,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,ASSOC PORT DE DESPORTOS-ESTADIO,"RUA DA PISCINA, 33",,03034-070,8,4
52,-46566317,-23526712,355030880000055,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,ESPORTE CLUBE CORINTHIANS PTA-ESTÁDIO,JORGE S 777,,03087-000,8,4
53,-46727752,-23775222,355030855000143,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,GUARAPIRANGA GOLFE & COUNTRY CLUBE,ESTRADA DO JACEGUAVA  S/N,,04870-020,9,4
54,-46719560,-23731397,355030823000194,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,C. C. DE SAO PAULO,PRACA ROCKFORD  28,,04826-140,9,4
55,-46682739,-23727702,355030823000080,3550308005218,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SESC INTERLAGOS,AV. MANOEL ALVES SOARES  1100,,04821-270,9,4
56,-46755406,-23719599,355030843000097,3550308005288,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,ESTRELA DA SAUDE FUTEBOL CLUBE,ESTRADA DE CUMBICA  475,,04947-000,9,4
57,-46743342,-23702705,355030846000242,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CLUBE N. PAULISTA,ESTRADA DA RIVIERA  4359,,04918-000,9,4
58,-46741125,-23694713,355030846000205,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,YACHT CLUBE PAULISTA,ESTRADA DE ITUPU  1077,,04922-100,9,4
59,-46733911,-23703827,355030846000241,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,YACHT CLUB ITAUPU,RUA ITAUPU  500,,04928-260,9,4
60,-46751493,-23649075,355030846000140,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,A . A. B. B. SAO PAULO,ESTRADA DE ITAPECERICA  1935,,05835-005,9,4
61,-46757937,-23619466,355030817000133,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,G. R. CASAS PERNAMBUCANAS,ESTRADA DO CAMPO LIMPO 5525,,05787-000,9,4
62,-46753999,-23611904,355030817000012,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,C. E. CULTURAL DO TABOAO,RUA NESTOR DOS SANTOS LIMA  18,,05743-210,9,4
63,-46714329,-23712623,355030823000095,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,C. C. DO CASTELO,RUA CELSO MANTOVANI  01,,04803-240,9,4
64,-46714995,-23692944,355030879000009,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,A. D. C. ELETROPAULO DE SAO PAULO,PEIXE VIVO 155,,04772-100,9,4
65,-46717050,-23680106,355030879000003,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,YACHT CLUB SANTO AMARO,RUA EDSON REGIS  481,,04770-050,9,4
66,-46716808,-23678987,355030879000003,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,SAO PAULO YACHT CLUB,RUA FRANCISCO DE SEIXAS  225,,04770-060,9,4
67,-46712545,-23678353,355030879000003,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,C. A. SAO PAULO,AV. ROBERT KENNEDY  1448,,04772-000,9,4
68,-46704550,-23660250,355030871000081,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SAO PAULO GOLF CLUB,PRACA DOM FRANCISCO DE SOUZA  540,,04745-050,9,4
69,-46712335,-23652500,355030871000063,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SESC SANTO AMARO,RUA AMADOR BUENO  505,,04752-000,9,4
70,-46706312,-23641750,355030871000015,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CLUBE HIPICO DE SANTO AMARO,"RUA DR. VITO ROLIN DE FREITAS, 421",,04725-000,9,4
71,-46687078,-23610662,355030835000069,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,ACAI CLUBE,RUA PENSILVANIA  886,,04584-002,9,4
72,-46686958,-23605899,355030835000032,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,S. HIPICA PAULISTANA,RUA QUINTANA  206,,04569-010,9,4
73,-46758336,-23538258,355030841000034,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CONTINENTAL PARQUE CLUBE,RUA AUGUSTO MEIRELES REIS NETO  018,,05325-090,9,4
74,-46730885,-23526454,355030888000040,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,CAT GASTAO VIDIGAL,RUA CARLOS WEBER  635,,05303-902,9,4
75,-46735007,-23471180,355030863000234,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARAGUA CLUBE CAMPESTRE,AV. DR. FELIPE PINEL  2008,,02939-000,9,4
76,-46715402,-23550688,355030802000041,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,ANHEMBI TENIS CLUBE,RUA ALEXANDRE HERCULANO  02,,05464-020,9,4
77,-46707505,-23557927,355030802000039,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,CLUBE ALTO DOS PINHEIROS,RUA GUERRA JUNQUEIRO 115,,05463-030,9,4
78,-46700179,-23527985,355030848000110,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,ALVI VERDE FUTEBOL CLUBE,RUA CATAO  901,,05049-000,9,4
79,-46688228,-23569802,355030862000099,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,SESC PINHEIROS,AV. REBOUCAS  2878,,05402-500,9,4
80,-46668964,-23573092,355030845000025,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,S. HARMONIA DE TENIS,RUA CANADA  658,,01436-000,9,4
81,-46678477,-23551371,355030862000088,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,CENT DE PRAT ESP DA USP(CEPEUSP)-CD,RUBIAO MEIRA PCA 61,,,9,2
82,-46666307,-23550007,355030826000019,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,NACIONAL CLUB,RUA ANGATUBA  703,,01247-090,9,4
83,-46672345,-23529911,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,BABY BARIONI,GERMAINE BURCHARD D 451,,,9,2
84,-46683100,-23524958,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,SESC POMPEIA,RUA CLELIA  093,,05042-000,9,4
85,-46685640,-23517099,355030806000027,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,NACIONAL ATLETICO CLUBE,RUA COMENDADOR SOUZA  348,,05037-090,9,4
86,-46741060,-23393789,355030861000130,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,CLUBE PIRATININGA DE TIRO,RUA DO PINHEIRINHO  552,,05215-000,9,4
87,-46650927,-23873789,355030855000302,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,CLUBE CAMPESTRE DE SAO PAULO,ESTRADA DA BARRAGEM  6500,,04895-020,9,4
88,-46651470,-23593138,355030832000003,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,IPE CLUBE,RUA IPE  103,,04022-002,9,4
89,-46644902,-23624596,355030877000065,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,C. E. HELVETIA,AV. INDIANOPOLIS  3145,,04063-006,9,4
90,-46645131,-23593776,355030890000176,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CLUBE ADAMUS VOLEIBOL,RUA ESTADO DE ISRAEL  638,,04022-001,9,4
91,-46607423,-23633133,355030868000350,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VAT PROF. CARLOS PASQUALE,RUA JULIO FELIPE GUEDES  138,,04174-340,9,4
92,-46653502,-23578556,355030832000035,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,CONSTANCIO VAZ GUIMARAES-CD,ABILIO SOARES 1300,,,9,2
93,-46653975,-23572922,355030832000068,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,A .R.C.E DE ASSIST.  DOS EMPR. DO GRUPO PÃO DE AÇÚCAR,AV. BRIG.  LUIS ANTONIO  3129,,01401-001,9,4
94,-46649190,-23573512,355030890000198,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,JOAO PAULO II-CD,RAFAEL DE BARROS DR 625,,,9,2
95,-46645292,-23574029,355030890000192,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SESC PARAISO,RUA ABILIO SOARES  404,,04005-001,9,4
96,-46645721,-23569784,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SESC PAULISTA,AV. PAULISTA. 119,,01311-903,9,4
97,-46649540,-23566460,355030845000154,3550308005023,07,BELA VISTA,9,SE,Centro,Centro,CLUB HOMS,AV. PAULISTA  735,,01311-100,9,4
98,-46643684,-23580988,355030890000136,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SESC VILA MARIANA,RUA PELOTAS  141,,04012-000,9,4
99,-46649773,-23545979,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,SESC CONSOLACAO,RUA DR. VILA NOVA   245,,01222-020,9,4
100,-46643017,-23544970,355030866000012,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,CIRCULO ITALIANO SAN PAOLO,RUA SAO LUIZ  50,,01048-000,9,4
101,-46641389,-23544891,355030866000001,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,TELESP CLUBE DE SAO PAULO,RUA SETE DE ABRIL  295 20 ANDAR,,01043-000,9,4
102,-46629960,-23551334,355030878000013,3550308005001,80,SE,9,SE,Centro,Centro,SESC CARMO,RUA DO CARMO   147,,01019-020,9,4
103,-46639719,-23543621,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,SESC 24 DE MAIO,RUA 24 DE MAIO C/ RUA D. JOSÉ DE BARROS,SANTA CECÍLIA,,9,4
104,-46607424,-23583554,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,CAT ROBERTO SIMONSEN,RUA BOM PASTOR  854,,04203-000,9,4
105,-46607452,-23583262,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SESC IPIRANGA,RUA BOM PASTOR  822,,04203-000,9,4
106,-46599778,-23534952,355030808000027,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,CAT ANTONIO DEVISATE,RUA CATUMBI  318,,03021-000,9,4
107,-46598318,-23533350,355030808000018,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,A. A. GOODYEAR,RUA DOS PRAZERES 284,,03021-080,9,4
108,-46630491,-23520625,355030809000018,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,CLUBE DE REGATAS TIETE,SANTOS DUMONT AV 843,,01101-060,9,4
109,-46641940,-23480017,355030851000044,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,LAUZANE PAULISTA FUTEBOL CLUBE,RUA MARIA BANDINI SAVOY  172,,02452-002,9,4
110,-46612954,-23494929,355030870000220,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,SESC SANTANA,"RUA VIRI,  364",SANTANA,,9,4
111,-46615730,-23478292,355030882000069,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,ACRE CLUBE,RUA GAURAMA  540,,02339-202,9,4
112,-46616042,-23463680,355030882000128,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,CIRCULO ESP. ISRAELITA BRAS MACABI,AV. NOVA CANTAREIRA  4120,,02340-001,9,4
113,-46584337,-23545517,355030808000021,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SESC BELENZINHO,AV. ALVARO RAMOS  991,,,9,4
114,-46583016,-23548565,355030808000047,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,LEAO DO NORTE FUTEBOL CLUBE,RUA PASSAROLA  85,,03178-210,9,4
115,-46592111,-23530518,355030808000008,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,A. D. P. M. SAO PAULO,AV. CONDESSA ELIZABETH RUBIAO  500,,03074-000,9,4
116,-46586887,-23458261,355030881000090,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,C. C. A. A. GUAPIRA,RUA DR. JOSE CAMARGO ARANHA  404,,02317-180,9,4
117,-46477482,-23536209,355030805000140,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CAT MARIO AMATO,RUA DEODATO SARAIVA DA SILVA  SILVA,,03594-090,9,4
118,-46460995,-23581209,355030857000087,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SESC ITAQUERA,AV. FERNANDO DO E. S. ALVES MATTOS,,08265-045,9,4
